Code,Mfr,Model,Type,Horsepower,Thrust
6401,AUSTRO,IAE 50R-AA,Rotary,56,
6402,AUSTRO,E4-A,Reciprocating,168,
6403,AUSTRO,E4-C,Reciprocating,168,
6404,AUSTRO,AE330,4 Cycle,171,
6405,AUSTRO,E4P(SERIES),4 Cycle,179,
6501,AVIA,M-137A,Reciprocating,180,
6502,AVIA,M337AK,Reciprocating,210,
6503,AVIA,M462-RF,Reciprocating,315,
7001,SZEKELY,SR-3-L,Reciprocating,30,
7003,SZEKELY,SR-3-45,Reciprocating,45,
9001,BARRETT,IO-360-X,Reciprocating,180,
9002,BARRETT,320 SERIES,Reciprocating,150,
9003,BARRETT,IO-390-X,Reciprocating,210,
9004,BARRETT,IO-540-X,Reciprocating,260,
9005,BARRETT,540 SERIES,Reciprocating,260,
9050,BOMBARDIER,ROTAX (ALL),Reciprocating,,
9051,BOMBARDIER,ROTAX 912 F2,Reciprocating,81,
9052,BOMBARDIER,ROTAX 912 F3,Reciprocating,81,
9053,BOMBARDIER,ROTAX 912 F4,Reciprocating,81,
9054,BOMBARDIER,ROTAX 912 S2,Reciprocating,99,
9055,BOMBARDIER,ROTAX 912 S3,Reciprocating,99,
9056,BOMBARDIER,ROTAX 912 S4,Reciprocating,99,
9057,BOMBARDIER,ROTAX 914 F2,Reciprocating,115,
9058,BOMBARDIER,ROTAX 914 F3,Reciprocating,115,
9059,BOMBARDIER,ROTAX 914 F4,Reciprocating,115,
9490,BMW,R1200 SERIES,Reciprocating,125,
9493,BMW,801D,Reciprocating,1677,
9494,BMW ROLLS,BR700-710C411,Turbo-fan,,15385
9495,BMW ROLLS,BR700-710A220,Turbo-fan,,14750
9496,BMW ROLLS,BR700-710A110,Turbo-fan,,14750
9497,BMW ROLLS,BR700-715C130,Turbo-fan,,21430
9498,BMW ROLLS,BR700-715B130,Turbo-fan,,20160
9499,BMW ROLLS,BR700-715A130,Turbo-fan,,18710
9500,BMW ROLLS,BR 700 SERIES,Turbo-fan,,14970
9501,BMS,EXPERIMENTAL,Reciprocating,180,
10002,BRIST AERO,HERCULES,Reciprocating,1690,
10004,BRIST AERO,ORPHEUS 637,Turbo-jet,500,
10006,BRIST AERO,CNTURUSMK18,Reciprocating,2480,
10007,BRISTOL AE,PROTEUS 756,Turbo-prop,4060,
10008,BRISTOL AE,PROTEUS 766,Turbo-prop,4310,
10010,BRIST SID,GIPSY,Reciprocating,85,
10101,BREDA,SPA 6A,Reciprocating,45,
10185,BRISTOL SI,AVON 522,Turbo-jet,,10500
10186,BRISTOL SI,AVON 524B,Turbo-jet,,10250
10187,BRISTOL SI,AVON 525B,Turbo-jet,,10250
10188,BRISTOL SI,AVON 526,Turbo-jet,,10500
10189,BRISTOL SI,AVON 527,Turbo-jet,,11400
10190,BRISTOL SI,AVON 531,Turbo-jet,,12200
10191,BRISTOL SI,AVON 532R-B,Turbo-jet,,12080
10192,BRISTOL SI,AVON 533R,Turbo-jet,,12600
10193,BRISTOL SI,AVON 533R-11A,Turbo-jet,,13000
10194,BRISTOL SI,H.1000 MK.510,Turbo-shaft,875,
10195,BRISTOL SI,H.1000 MK.511,Turbo-shaft,895,
10196,BRISTOL SI,H.1200 MK.610,Turbo-shaft,1020,
10197,BRISTOL SI,H.1200 MKS640,Turbo-shaft,1050,
10198,BRISTOL SI,H.1200 MKS641,Turbo-shaft,1050,
10199,BRISTOL SI,H.1200MKS640A,Turbo-shaft,1050,
10200,BRISTOL SI,H.1200MKS641A,Turbo-shaft,1050,
10201,BRIST SID,MARK 521,Turbo-jet,312,
10202,BRISTOL SI,CENTAURUS 18,Reciprocating,2520,
10300,CAMIT,3300,Reciprocating,127,
10338,BETA TECH,GENERATION 6,Electric,720,
10339,BETA TECH,H500A,Electric,580,
13000,CFM INTL,CFM56-5B1,Turbo-fan,,30000
13001,CFM INTL,CFM56-5B1/P,Turbo-fan,,30000
13002,CFM INTL,CFM56-5B1/2P,Turbo-fan,,30000
13003,CFM INTL,CFM56-5B2,Turbo-fan,,31000
13004,CFM INTL,CFM56-5B2/P,Turbo-fan,,31000
13005,CFM INTL,CFM56-5B2/2P,Turbo-fan,,31000
13006,CFM INTL,CFM56-5B3/P,Turbo-fan,,32000
13007,CFM INTL,CFM56-5B3/P1,Turbo-fan,,32000
13008,CFM INTL,CFM56-5B3/2P,Turbo-fan,,32000
13009,CFM INTL,CFM56-5B3/2P1,Turbo-fan,,32000
13010,CFM INTL,CFM56-5B4,Turbo-fan,,27000
13011,CFM INTL,CFM56-5B4/P,Turbo-fan,,27000
13012,CFM INTL,CFM56-5B4/P1,Turbo-fan,,27000
13013,CFM INTL,CFM56-5B4/2P,Turbo-fan,,27000
13014,CFM INTL,CFM56-5B4/2P1,Turbo-fan,,27000
13015,CFM INTL,CFM56-5B5,Turbo-fan,,22000
13016,CFM INTL,CFM56-5B5/P,Turbo-fan,,22000
13017,CFM INTL,CFM56-5B6,Turbo-fan,,23500
13018,CFM INTL,CFM56-5B6/P,Turbo-fan,,23500
13019,CFM INTL,CFM56-5B6/2P,Turbo-fan,,23500
13020,CFM INTL,CFM56-5B7,Turbo-fan,,27000
13021,CFM INTL,CFM56-5B7/P,Turbo-fan,,27000
13022,CFM INTL,CFM56-5B8/P,Turbo-fan,,21600
13023,CFM INTL,CFM56-5B9/P,Turbo-fan,,23300
13024,CFM INTL,CFM56-5B9/2P,Turbo-fan,,23300
13025,CFM INTL,CFM56-5C2,Turbo-fan,,31200
13026,CFM INTL,CFM56-5C2/4,Turbo-fan,,31200
13027,CFM INTL,CFM56-5C2/F,Turbo-fan,,31200
13028,CFM INTL,CFM56-5C2/F4,Turbo-fan,,31200
13029,CFM INTL,CFM56-5C2/G,Turbo-fan,,31200
13030,CFM INTL,CFM56-5C2/G4,Turbo-fan,,31200
13031,CFM INTL,CFM56-5C2/P,Turbo-fan,,31200
13032,CFM INTL,CFM56-5C3/F,Turbo-fan,,32500
13033,CFM INTL,CFM56-5C3/F4,Turbo-fan,,32500
13034,CFM INTL,CFM56-5C3/G,Turbo-fan,,32500
13035,CFM INTL,CFM56-5C3/G4,Turbo-fan,,32500
13036,CFM INTL,CFM56-5C3/P,Turbo-fan,,32500
13037,CFM INTL,CFM56-5C4,Turbo-fan,,34000
13038,CFM INTL,CFM56-5C4/P,Turbo-fan,,34000
13039,CFM INTL,CFM56-5C4/1,Turbo-fan,,34000
13040,CFM INTL,CFM56-5C4/1P,Turbo-fan,,34000
13041,CFM INTL,CFM56-7B18,Turbo-fan,,19500
13042,CFM INTL,CFM56-7B20,Turbo-fan,,20600
13043,CFM INTL,CFM56-7B22,Turbo-fan,,22700
13044,CFM INTL,CFM56-7B24,Turbo-fan,,24200
13045,CFM INTL,CFM56-7B26,Turbo-fan,,26300
13046,CFM INTL,CFM56-7B27,Turbo-fan,,27300
13047,CFM INTL,CFM56-7B20/2,Turbo-fan,,20600
13048,CFM INTL,CFM56-7B22/2,Turbo-fan,,22700
13049,CFM INTL,CFM56-7B24/2,Turbo-fan,,24200
13050,CFM INTL,CFM56-7B26/2,Turbo-fan,,26300
13051,CFM INTL,CFM56-7B27/2,Turbo-fan,,27300
13052,CFM INTL,CFM56-7B26/B1,Turbo-fan,,26300
13053,CFM INTL,CFM56-7B27/B1,Turbo-fan,,27300
13054,CFM INTL,CFM56-7B27/B3,Turbo-fan,,27300
13055,CFM INTL,CFM56-7B22/B1,Turbo-fan,,22700
13056,CFM INTL,CFM56-7B24/B1,Turbo-fan,,24200
13057,CFM INTL,CFM56-7B22/B2,Turbo-fan,,22700
13058,CFM INTL,CFM56-7B26/B2,Turbo-fan,,26300
13059,CFM INTL,CFM56-2,Turbo-fan,,24000
13060,CFM INTL,CFM56-2B,Turbo-fan,,22000
13061,CFM INTL,CFM56-2A,Turbo-fan,,24000
13062,CFM INTL,CFM56-3,Turbo-fan,,20100
13063,CFM INTL,CFM56-3B,Turbo-fan,,22100
13064,CFM INTL,CFM56-3C,Turbo-fan,,23515
13065,CFM INTL,CFM56-5,Turbo-fan,,25000
13066,CFM INTL,CFM56-5-A1/F,Turbo-fan,,25000
13067,CFM INTL,CFM56-5A3,Turbo-fan,,26500
13068,CFM INTL,CFM56-5A4,Turbo-fan,,22000
13069,CFM INTL,CFM56-5A4/F,Turbo-fan,,22000
13070,CFM INTL,CFM56-5A5,Turbo-fan,,23500
13071,CFM INTL,CFM56-5A5/F,Turbo-fan,,23500
13072,CFM INTL,CFV56-7B,Turbo-fan,,20600
13073,CFM INTL,CFM56-7B26/3,Turbo-fan,,25900
13074,CFM INTL,CFM56-7B24/3,Turbo-fan,,22800
13075,CFM INTL,CFS56-5B3,Turbo-fan,,26500
13076,CFM INTL,CFM56-7B27A,Turbo-fan,,27300
13077,CFM INTL,CFM56-3C1,Turbo-fan,,23515
13078,CFM INTL,CFM56-7B27E,Turbo-fan,,27300
13079,CFM INTL,CFM56-7B27AE,Turbo-fan,,27300
13080,CFM INTL,CFM56-7B22/3,Turbo-fan,,20700
13081,CFM INTL,CFM56-5B6/3,Turbo-fan,,23500
13089,CFM INTL,CFM56-7B27383,Turbo-fan,,27300
13090,CFM INTL,CFM56-5B4/3,Turbo-fan,,27000
13099,CFM INTL,CFM56-7B26E,Turbo-fan,,26300
13100,CFM INTL,CFM56-7B27E/F,Turbo-fan,,27300
13101,CFM INTL,CFM56-5B3/3,Turbo-fan,,32000
13105,CFM INTL,CFM56-7B/3,Turbo-fan,,27300
13110,CFM INTL,LEAP-1A26,Turbo-fan,,27120
13115,CFM INTL,LEAP-1A33,Turbo-fan,,32160
13120,CFM INTL,LEAP-1B28 SER,Turbo-fan,,29317
13124,CFM INTL,LEAP-1B28B,Turbo-fan,,29317
13128,CFM INTL,LEAP-1B27 SER,Turbo-fan,,26786
13134,CFM INTL,LEAP-1B25,Turbo-fan,,26786
13135,CFM INTL,LEAP-1A35A,Turbo-fan,,32160
13163,CFM INTL,CFM56-3B-1,Turbo-fan,,22100
13165,CFM INTL,CFM56-3B2,Turbo-fan,,24000
13170,CFM INTL,CFM56-5A,Turbo-fan,,25000
13800,CFM INTL,CFM56-7B27E/B,Turbo-fan,,27300
13802,CFM INTL.,CFM56 SERIES,Turbo-fan,2200,
13803,CFM INTL.,CFM56-7B,Turbo-fan,,20000
13804,CFM INTL,CFM56-7B24E,Turbo-fan,,24200
13805,CFM INTL,CFM56-7B27/3,Turbo-fan,,27300
13806,CFM INTL.,CFM56-5B9/3,Turbo-fan,,23300
13807,CFM INTL,CFM56-7B27EB3,Turbo-fan,,27300
13808,CFM INTL,CFM56-5B7/3,Turbo-fan,,27000
13900,CHOTIA,ALL MDLS A/B,Reciprocating,,
13950,CHEVROLET,LS3,4 Cycle,430,
13951,CHEVROLET,LS7,4 Cycle,505,
13952,CHEVROLET,LZ0,4 Cycle,305,
13975,CKT AERO E,CKT-240TD,Reciprocating,240,
14001,CLERGET,ROTARY,Reciprocating,130,
14302,CIRRUS,MARK III,Reciprocating,100,
14501,COMET,7RA,Reciprocating,130,
14502,COMET,7E,Reciprocating,165,
14700,COMPACT RA,MZ202,2 Cycle,60,
14701,COMPACT RA,MZ35,2 Cycle,28,
14702,COMPACT RA,MZ201,2 Cycle,45,
16187,ROLLS ROYC,C90-14,Reciprocating,95,
16503,CONT AVN,CJ69-1025,Turbo-jet,103,
16800,C F E CO,CFE 738-1-1B,Turbo-fan,,5918
16900,COLVIN,O-520-EXP,Reciprocating,300,
17001,CONT MOTOR,A40 SERIES,Reciprocating,40,
17002,CONT MOTOR,A50 SERIES,Reciprocating,50,
17003,CONT MOTOR,A&C65 SERIES,Reciprocating,65,
17004,CONT MOTOR,A70 SERIES,Reciprocating,165,
17005,CONT MOTOR,A&C75 SERIES,Reciprocating,75,
17006,CONT MOTOR,A80 SERIES,Reciprocating,80,
17007,CONT MOTOR,A100,Reciprocating,100,
17008,CONT MOTOR,C85 SERIES,Reciprocating,85,
17009,CONT MOTOR,C90 SERIES,Reciprocating,95,
17010,CONT MOTOR,PC60-6,Reciprocating,90,
17011,CONT MOTOR,C125 SERIES,Reciprocating,125,
17012,CONT MOTOR,C145 SERIES,Reciprocating,145,
17013,CONT MOTOR,E165 SERIES,Reciprocating,165,
17014,CONT MOTOR,E185 SERIES,Reciprocating,205,
17015,CONT MOTOR,E225 SERIES,Reciprocating,225,
17016,CONT MOTOR,R670-SERIES,Reciprocating,225,
17017,CONT MOTOR,R9A,Reciprocating,525,
17018,CONT MOTOR,W670 SERIES,Reciprocating,250,
17019,CONT MOTOR,TSIO-360 SER,Reciprocating,225,
17020,CONT MOTOR,0-200 SERIES,Reciprocating,100,
17021,CONT MOTOR,IO-200,Reciprocating,115,
17022,CONT MOTOR,0-300 SER,Reciprocating,145,
17023,CONT MOTOR,TSIO-360 SER,Reciprocating,450,
17024,CONT MOTOR,GO-300 SERIES,Reciprocating,175,
17025,CONT MOTOR,IO-360 SER,Reciprocating,300,
17026,CONT MOTOR,O-470 SERIES,Reciprocating,230,
17027,CONT MOTOR,I0-470 SERIES,Reciprocating,260,
17028,CONT MOTOR,FSO-470 SER,Reciprocating,260,
17029,CONT MOTOR,TSI0-470-B,Reciprocating,260,
17030,CONT MOTOR,FSO-526,Reciprocating,270,
17031,CONT MOTOR,GTSI0-520-F-K,Reciprocating,435,
17032,CONT MOTOR,IO 520 SERIES,Reciprocating,285,
17033,CONT MOTOR,IO-346 SERIES,Reciprocating,165,
17034,CONT MOTOR,GIO-470SERIES,Reciprocating,310,
17035,CONT MOTOR,GTSIO-520-C,Reciprocating,340,
17036,CONT MOTOR,TIO 541 SERIE,Reciprocating,380,
17037,CONT MOTOR,R-975 SER,Reciprocating,550,
17038,CONT MOTOR,6-285-A,Reciprocating,285,
17039,CONT MOTOR,GTSIO-520 SER,Turbo-prop,435,
17040,CONT MOTOR,TSIO-520 SER,Reciprocating,300,
17041,CONT MOTOR,6-320 SERIES,Reciprocating,300,
17042,CONT MOTOR,IO-550 SERIES,Reciprocating,300,
17043,CONT MOTOR,TSIO-550 SER,Reciprocating,280,
17044,CONT MOTOR,IO-470 SER,Reciprocating,260,
17045,CONT MOTOR,IO-360,4 Cycle,210,
17046,CONT MOTOR,GTSIO-520 SER,Reciprocating,300,
17047,CONT MOTOR,TSIO-470 SER,Reciprocating,260,
17048,CONT MOTOR,GTSIO-520-H,Reciprocating,375,
17050,CONT MOTOR,TP500,Reciprocating,350,
17051,CONT MOTOR,IO-540 SER,Reciprocating,380,
17060,TCM CONT,TSIO 520 SER,Reciprocating,350,
17061,CONT MOTOR,TSIO-520-UB,Reciprocating,300,
17062,CONT MOTOR,GIO-244,Reciprocating,244,
17063,CONT MOTOR,IO-240 SER,Reciprocating,128,
17070,CONT MOTOR,TSIO-360 GB,Reciprocating,210,
17071,CONT MOTOR,O 470R,Reciprocating,230,
17072,CONT MOTOR,C75-8,Reciprocating,75,
17073,CONT MOTOR,6-320-B,Reciprocating,320,
17074,CONT MOTOR,6-620-A,Reciprocating,260,
17075,CONT MOTOR,GIO-470-A,Reciprocating,310,
17076,CONT MOTOR,T6-320-A,Reciprocating,320,
17077,CONT MOTOR,A75-3,Reciprocating,75,
17078,CONT MOTOR,A75-6,Reciprocating,75,
17079,CONT MOTOR,A75-8,Reciprocating,75,
17080,CONT MOTOR,A75-9,Reciprocating,75,
17081,CONT MOTOR,C-115-1,Reciprocating,125,
17082,CONT MOTOR,C-115-2,Reciprocating,125,
17083,CONT MOTOR,C-125-1,Reciprocating,125,
17084,CONT MOTOR,C-125-2,Reciprocating,125,
17085,CONT MOTOR,A-100-1,Reciprocating,100,
17086,CONT MOTOR,A-100-2,Reciprocating,100,
17087,CONT MOTOR,A-50-1,Reciprocating,50,
17088,CONT MOTOR,A-50-2,Reciprocating,50,
17089,CONT MOTOR,A-50-3,Reciprocating,50,
17090,CONT MOTOR,A-50-4,Reciprocating,50,
17091,CONT MOTOR,A-50-5,Reciprocating,50,
17092,CONT MOTOR,A-50-6,Reciprocating,50,
17093,CONT MOTOR,A-50-7,Reciprocating,50,
17094,CONT MOTOR,A-50-8,Reciprocating,50,
17095,CONT MOTOR,A-50-9,Reciprocating,50,
17096,CONT MOTOR,GTSIO-520-D,Reciprocating,375,
17097,CONT MOTOR,GTSIO-520-E,Reciprocating,375,
17098,CONT MOTOR,GTSIO-520-F,Reciprocating,435,
17099,CONT MOTOR,GTSIO-520-K,Reciprocating,435,
17100,CONT MOTOR,GTSIO-520-L,Reciprocating,375,
17101,CONT MOTOR,GTSIO-520-M,Reciprocating,375,
17102,CONT MOTOR,GTSIO-520-N,Reciprocating,375,
17103,CONT MOTOR,C75-8F,Reciprocating,75,
17104,CONT MOTOR,C75-8FH,Reciprocating,75,
17105,CONT MOTOR,C75-8FHJ,Reciprocating,75,
17106,CONT MOTOR,C75-8FJ,Reciprocating,75,
17107,CONT MOTOR,C75-8J,Reciprocating,75,
17108,CONT MOTOR,C75-12,Reciprocating,75,
17109,CONT MOTOR,C75-12F,Reciprocating,75,
17110,CONT MOTOR,C75-12FH,Reciprocating,75,
17111,CONT MOTOR,C75-12FHJ,Reciprocating,75,
17112,CONT MOTOR,C75-12FJ,Reciprocating,75,
17113,CONT MOTOR,C75-12J,Reciprocating,75,
17114,CONT MOTOR,C75-12B,Reciprocating,75,
17115,CONT MOTOR,C75-12BF,Reciprocating,75,
17116,CONT MOTOR,C75-12BFH,Reciprocating,75,
17117,CONT MOTOR,C75-15,Reciprocating,75,
17118,CONT MOTOR,C75-15F,Reciprocating,75,
17119,CONT MOTOR,C85-8,Reciprocating,85,
17120,CONT MOTOR,C85-8F,Reciprocating,85,
17121,CONT MOTOR,C85-8FHJ,Reciprocating,85,
17122,CONT MOTOR,C85-8FJ,Reciprocating,85,
17123,CONT MOTOR,C85-8J,Reciprocating,85,
17124,CONT MOTOR,C85-12,Reciprocating,85,
17125,CONT MOTOR,C85-12F,Reciprocating,85,
17126,CONT MOTOR,C85-12FH,Reciprocating,85,
17127,CONT MOTOR,C85-12FHJ,Reciprocating,85,
17128,CONT MOTOR,C85-12FJ,Reciprocating,85,
17129,CONT MOTOR,C85-12J,Reciprocating,85,
17130,CONT MOTOR,C85-14F,Reciprocating,85,
17131,CONT MOTOR,C85-15,Reciprocating,85,
17132,CONT MOTOR,C85-15F,Reciprocating,85,
17133,CONT MOTOR,A-50-4J,Reciprocating,50,
17134,CONT MOTOR,A-50-5J,Reciprocating,50,
17135,CONT MOTOR,A-50-6J,Reciprocating,50,
17136,CONT MOTOR,A-50-7J,Reciprocating,50,
17137,CONT MOTOR,A-50-8J,Reciprocating,50,
17138,CONT MOTOR,A-50-9J,Reciprocating,50,
17139,CONT MOTOR,A75-6J,Reciprocating,75,
17140,CONT MOTOR,A75-8F,Reciprocating,75,
17141,CONT MOTOR,A75-8J,Reciprocating,75,
17142,CONT MOTOR,A75-8FJ,Reciprocating,75,
17143,CONT MOTOR,A75-9J,Reciprocating,75,
17144,CONT MOTOR,IO-360-A,Reciprocating,210,
17145,CONT MOTOR,IO-360-AB,Reciprocating,210,
17146,CONT MOTOR,IO-360-B,Reciprocating,180,
17147,CONT MOTOR,IO-360-C,Reciprocating,210,
17148,CONT MOTOR,IO-360-CB,Reciprocating,210,
17149,CONT MOTOR,IO-360-D,Reciprocating,210,
17150,CONT MOTOR,IO-360-DB,Reciprocating,210,
17151,CONT MOTOR,IO-360-E,Reciprocating,210,
17152,CONT MOTOR,IO-360-G,Reciprocating,210,
17153,CONT MOTOR,IO-360-GB,Reciprocating,210,
17154,CONT MOTOR,IO-360-H,Reciprocating,210,
17155,CONT MOTOR,IO-360-HB,Reciprocating,210,
17156,CONT MOTOR,IO-360-J,Reciprocating,210,
17157,CONT MOTOR,IO-360-JB,Reciprocating,210,
17158,CONT MOTOR,IO-360-K,Reciprocating,195,
17159,CONT MOTOR,IO-360-KB,Reciprocating,195,
17160,CONT MOTOR,IO-360-ES,Reciprocating,210,
17161,CONT MOTOR,E225-2,Reciprocating,225,
17162,CONT MOTOR,E225-4,Reciprocating,225,
17163,CONT MOTOR,E225-8,Reciprocating,225,
17164,CONT MOTOR,E225-9,Reciprocating,225,
17165,CONT MOTOR,TP500E,Turbo-prop,425,
17166,CONT MOTOR,IO-240-A,Reciprocating,125,
17167,CONT MOTOR,FSO-470-A,Reciprocating,260,
17168,CONT MOTOR,IOF-240-B,Reciprocating,125,
17169,CONT MOTOR,O-470-2,Reciprocating,265,
17170,CONT MOTOR,C145-2,Reciprocating,145,
17171,CONT MOTOR,C145-2H,Reciprocating,145,
17172,CONT MOTOR,C145-2HP,Reciprocating,145,
17173,CONT MOTOR,0-300-A,Reciprocating,145,
17174,CONT MOTOR,0-300-B,Reciprocating,145,
17175,CONT MOTOR,0-300-C,Reciprocating,145,
17176,CONT MOTOR,0-300-D,Reciprocating,145,
17177,CONT MOTOR,IO-240-B,Reciprocating,125,
17178,CONT MOTOR,0-300-E,Reciprocating,145,
17179,CONT MOTOR,FSO-526-A,Reciprocating,270,
17180,CONT MOTOR,FSO-526-C,Reciprocating,270,
17181,CONT MOTOR,C90-8F,Reciprocating,95,
17182,CONT MOTOR,C90-8FJ,Reciprocating,95,
17183,CONT MOTOR,C90-12F,Reciprocating,95,
17184,CONT MOTOR,C90-12FH,Reciprocating,95,
17185,CONT MOTOR,C90-12FJ,Reciprocating,95,
17186,CONT MOTOR,C90-12FP,Reciprocating,95,
17187,CONT MOTOR,C90-14F,Reciprocating,95,
17188,CONT MOTOR,C90-14FH,Reciprocating,95,
17189,CONT MOTOR,C90-14FJ,Reciprocating,95,
17190,CONT MOTOR,C90-16F,Reciprocating,95,
17191,CONT MOTOR,0-200-A,Reciprocating,100,
17192,CONT MOTOR,O-200-B,Reciprocating,100,
17193,CONT MOTOR,0-200-C,Reciprocating,100,
17194,CONT MOTOR,TSIO-470-C,Reciprocating,260,
17195,CONT MOTOR,TSIO-470-D,Reciprocating,260,
17196,CONT MOTOR,IO-346-A,Reciprocating,165,
17197,CONT MOTOR,IO-346-B,Reciprocating,165,
17198,CONT MOTOR,GO-300-A,Reciprocating,175,
17199,CONT MOTOR,GO-300-B,Reciprocating,175,
17200,CONT MOTOR,GO-300-C,Reciprocating,175,
17201,CONT MOTOR,GO-300-F,Reciprocating,175,
17202,CONT MOTOR,GO-300-D,Reciprocating,175,
17203,CONT MOTOR,GO-300-E,Reciprocating,175,
17204,CONT MOTOR,GSO-526-A,Reciprocating,340,
17205,CONT MOTOR,TSIOL-550-A,Reciprocating,350,
17206,CONT MOTOR,TSIOL-550-B,Reciprocating,325,
17207,CONT MOTOR,IO-550-A,Reciprocating,300,
17208,CONT MOTOR,IO-550-B,Reciprocating,300,
17209,CONT MOTOR,IO-550-C,Reciprocating,300,
17210,CONT MOTOR,IO-550-D,Reciprocating,300,
17211,CONT MOTOR,IO-550-F,Reciprocating,300,
17212,CONT MOTOR,IO-550-L,Reciprocating,300,
17213,CONT MOTOR,IO-550-G,Reciprocating,280,
17214,CONT MOTOR,IO-550-E,Reciprocating,300,
17215,CONT MOTOR,IO-550-N,Reciprocating,310,
17216,CONT MOTOR,IO-550-P,Reciprocating,310,
17217,CONT MOTOR,IO-550-R,Reciprocating,310,
17218,CONT MOTOR,IOF-550-B,Reciprocating,300,
17219,CONT MOTOR,IOF-550-C,Reciprocating,300,
17220,CONT MOTOR,IOF-550-D,Reciprocating,300,
17221,CONT MOTOR,IOF-550-F,Reciprocating,300,
17222,CONT MOTOR,IOF-550-L,Reciprocating,300,
17223,CONT MOTOR,IOF-550-E,Reciprocating,300,
17224,CONT MOTOR,IOF-550-N,Reciprocating,310,
17225,CONT MOTOR,IOF-550-P,Reciprocating,310,
17226,CONT MOTOR,IOF-550-R,Reciprocating,310,
17227,CONT MOTOR,IO-520-A,Reciprocating,285,
17228,CONT MOTOR,IO-520-J,Reciprocating,285,
17229,CONT MOTOR,IO-520-B,Reciprocating,285,
17230,CONT MOTOR,IO-520-BA,Reciprocating,285,
17231,CONT MOTOR,IO-520-BB,Reciprocating,285,
17232,CONT MOTOR,IO-520-C,Reciprocating,285,
17233,CONT MOTOR,IO-520-M,Reciprocating,285,
17234,CONT MOTOR,IO-520-CB,Reciprocating,285,
17235,CONT MOTOR,IO-520-MB,Reciprocating,285,
17236,CONT MOTOR,IO-520-D,Reciprocating,300,
17237,CONT MOTOR,IO-520-F,Reciprocating,300,
17238,CONT MOTOR,IO-520-K,Reciprocating,300,
17239,CONT MOTOR,IO-520-L,Reciprocating,300,
17240,CONT MOTOR,IO-520-E,Reciprocating,300,
17241,CONT MOTOR,IO-520-N,Reciprocating,300,
17242,CONT MOTOR,IO-520-NB,Reciprocating,300,
17243,CONT MOTOR,L/IO-520-P,Reciprocating,250,
17244,CONT MOTOR,TSIO-550-A,Reciprocating,360,
17245,CONT MOTOR,TSIO-550-B,Reciprocating,350,
17246,CONT MOTOR,TSIO-550-C,Reciprocating,310,
17247,CONT MOTOR,TSIO-550-E,Reciprocating,350,
17248,CONT MOTOR,TSIO-520-A,Reciprocating,285,
17249,CONT MOTOR,TSIO-520-B,Reciprocating,285,
17250,CONT MOTOR,TSIO-520-BB,Reciprocating,285,
17251,CONT MOTOR,TSIO-520-C,Reciprocating,285,
17252,CONT MOTOR,TSIO-520-H,Reciprocating,285,
17253,CONT MOTOR,TSIO-520-D,Reciprocating,285,
17254,CONT MOTOR,TSIO-520-DB,Reciprocating,285,
17255,CONT MOTOR,TSIO-520-E,Reciprocating,300,
17256,CONT MOTOR,TSIO-520-EB,Reciprocating,300,
17257,CONT MOTOR,TSIO-520-G,Reciprocating,300,
17258,CONT MOTOR,TSIO-520-J,Reciprocating,310,
17259,CONT MOTOR,TSIO-520-JB,Reciprocating,310,
17260,CONT MOTOR,TSIO-520-K,Reciprocating,285,
17261,CONT MOTOR,TSIO-520-KB,Reciprocating,285,
17262,CONT MOTOR,TSIO-520-L,Reciprocating,310,
17263,CONT MOTOR,TSIO-520-LB,Reciprocating,310,
17264,CONT MOTOR,TSIO-520-N,Reciprocating,310,
17265,CONT MOTOR,TSIO-520-NB,Turbo-prop,310,
17266,CONT MOTOR,TSIO-520-M,Reciprocating,310,
17267,CONT MOTOR,TSIO-520-R,Reciprocating,310,
17268,CONT MOTOR,TSIO-520-P,Reciprocating,310,
17269,CONT MOTOR,TSIO-520-T,Reciprocating,310,
17270,CONT MOTOR,TSIO-520-U,Reciprocating,300,
17271,CONT MOTOR,TSIO-520-UB,Turbo-prop,300,
17272,CONT MOTOR,TSIO-520-VB,Reciprocating,325,
17273,CONT MOTOR,TSIO-520-WB,Reciprocating,325,
17274,CONT MOTOR,TSIO-520-AE,Reciprocating,250,
17275,CONT MOTOR,LTSIO-520-AE,Reciprocating,250,
17276,CONT MOTOR,TSIO-520-AF,Reciprocating,310,
17277,CONT MOTOR,TSIO-520-BE,Turbo-prop,310,
17278,CONT MOTOR,TSIO-520-CE,Reciprocating,325,
17279,CONT MOTOR,TSIO-360-A,Reciprocating,210,
17280,CONT MOTOR,TSIO-360-AB,Reciprocating,210,
17281,CONT MOTOR,TSIO-360-B,Reciprocating,210,
17282,CONT MOTOR,TSIO-360-BB,Reciprocating,210,
17283,CONT MOTOR,TSIO-360-C,Reciprocating,225,
17284,CONT MOTOR,TSIO-360-CB,Reciprocating,225,
17285,CONT MOTOR,TSIO-360-D,Reciprocating,225,
17286,CONT MOTOR,TSIO-360-DB,Reciprocating,225,
17287,CONT MOTOR,TSIO-360-E,Reciprocating,200,
17288,CONT MOTOR,TSIO-360-EB,Reciprocating,200,
17289,CONT MOTOR,LTSIO-360-E,Reciprocating,200,
17290,CONT MOTOR,LTSIO-360-EB,Reciprocating,200,
17291,CONT MOTOR,TSIO-360-F,Reciprocating,200,
17292,CONT MOTOR,TSIO-360-FB,Reciprocating,200,
